img_id,label,pred,source
42953,0,0.14792406558990479,train
23058,0,0.022933565080165863,train
13894,0,0.12199922651052475,train
37408,0,0.06632687151432037,train
82403,0,0.31027624011039734,train
16952,0,0.029591374099254608,train
76932,0,0.169956237077713,train
70914,1,0.5413179397583008,train
2973,0,0.22575782239437103,train
58306,0,0.03656250610947609,train
79351,1,0.5832627415657043,train
34096,0,0.39210402965545654,train
25489,1,0.1534222960472107,train
19324,0,0.4890230894088745,train
79346,0,0.03185885399580002,train
13426,0,0.09947021305561066,train
97628,0,0.22798456251621246,train
14238,0,0.12126888334751129,train
28936,0,0.09999630600214005,train
59784,0,0.26076579093933105,train
2146,0,0.2914848029613495,train
70146,0,0.12095703184604645,train
28061,0,0.0634823590517044,train
97180,1,0.422087699174881,train
49752,0,0.03327393904328346,train
25610,0,0.02909075655043125,train
15872,1,0.39846497774124146,train
72640,0,0.0928521603345871,train
64318,0,0.17938674986362457,train
17956,0,0.05480259656906128,train
93547,1,0.393618106842041,train
10743,0,0.11124119907617569,train
37091,0,0.48213958740234375,train
25719,0,0.20769640803337097,train
76825,0,0.07409726083278656,train
72598,0,0.052134256809949875,train
43078,0,0.29178744554519653,train
51846,0,0.26435837149620056,train
1569,0,0.3633079528808594,train
95812,0,0.06153673678636551,train
6418,0,0.4170340299606323,train
53976,0,0.40768709778785706,train
70193,0,0.3453260064125061,train
60427,0,0.04885777831077576,train
78395,0,0.10123348236083984,train
4876,0,0.09334687888622284,train
92075,0,0.4838160574436188,train
86354,0,0.13963085412979126,train
74386,1,0.14211279153823853,train
59613,1,0.6031724214553833,train
10263,0,0.04822634160518646,train
48279,0,0.16118815541267395,train
52610,1,0.43296223878860474,train
58371,0,0.12896329164505005,train
27401,0,0.17895588278770447,train
89574,0,0.07343005388975143,train
25473,0,0.12819735705852509,train
47913,0,0.32348695397377014,train
8295,0,0.04385456442832947,train
2497,0,0.21535076200962067,train
90471,1,0.5614853501319885,train
69357,0,0.14645308256149292,train
54602,1,0.6125994324684143,train
15320,0,0.04038906842470169,train
63182,0,0.21700547635555267,train
20619,1,0.613873302936554,train
82457,0,0.043204039335250854,train
81059,0,0.38624244928359985,train
42137,0,0.052134256809949875,train
74530,1,0.5829066038131714,train
40832,0,0.4259634017944336,train
46127,0,0.410283625125885,train
87594,0,0.14366760849952698,train
12548,0,0.38716885447502136,train
12894,0,0.07613248378038406,train
2476,0,0.06176270917057991,train
6937,1,0.4007493555545807,train
5762,0,0.12304913252592087,train
40259,0,0.227469339966774,train
85072,0,0.03308597952127457,train
46537,0,0.26721689105033875,train
56432,0,0.06608538329601288,train
39805,0,0.18097352981567383,train
29163,1,0.5578151941299438,train
36072,0,0.052327629178762436,train
60147,0,0.08803311735391617,train
90583,1,0.5765419602394104,train
38612,0,0.1626458615064621,train
52097,1,0.5645186901092529,train
34961,0,0.25275275111198425,train
15803,1,0.7150261998176575,train
