img_id,label,pred,source
42953,0,0.41555094718933105,train
23058,0,0.0025909794494509697,train
13894,0,0.002278330735862255,train
37408,0,0.0022170129232108593,train
82403,0,0.18594719469547272,train
16952,0,0.043446898460388184,train
76932,0,0.0035657365806400776,train
70914,1,0.9599125981330872,train
2973,0,0.035745810717344284,train
58306,0,0.0009773503988981247,train
79351,1,0.628749430179596,train
34096,0,0.0015011822106316686,train
25489,1,0.8340016603469849,train
19324,0,0.16708272695541382,train
79346,0,0.0016293087974190712,train
13426,0,0.5069384574890137,train
97628,0,0.002511463360860944,train
14238,0,0.13916224241256714,train
28936,0,0.0015669888816773891,train
59784,0,0.000758359965402633,train
2146,0,0.0008830457809381187,train
70146,0,0.09318170696496964,train
28061,0,0.8426043391227722,train
97180,1,0.7112303972244263,train
49752,0,0.0361519381403923,train
25610,0,0.003160352585837245,train
15872,1,0.9635748267173767,train
72640,0,0.012673735618591309,train
64318,0,0.00018667821132112294,train
17956,0,0.029479410499334335,train
93547,1,0.8790429830551147,train
10743,0,0.29828691482543945,train
37091,0,0.0002305067318957299,train
25719,0,0.05429893732070923,train
76825,0,0.0031480707693845034,train
72598,0,0.004538431763648987,train
43078,0,0.08254930377006531,train
51846,0,0.002424914389848709,train
1569,0,0.7597605586051941,train
95812,0,0.3615027666091919,train
6418,0,0.0005907104350626469,train
53976,0,0.1937568634748459,train
70193,0,0.3970029056072235,train
60427,0,0.0005770345451310277,train
78395,0,0.24059611558914185,train
4876,0,0.04795810207724571,train
92075,0,0.004848532844334841,train
86354,0,0.06928940862417221,train
74386,1,0.9913892149925232,train
59613,1,0.7848142385482788,train
10263,0,0.0020033332984894514,train
48279,0,0.007846239022910595,train
52610,1,0.7373473048210144,train
58371,0,0.0011424495605751872,train
27401,0,0.19713513553142548,train
89574,0,0.05310790240764618,train
25473,0,0.02203226462006569,train
47913,0,0.00407013762742281,train
8295,0,0.5029277205467224,train
2497,0,0.0022872276604175568,train
90471,1,0.996249258518219,train
69357,0,0.0002868540759664029,train
54602,1,0.9967774748802185,train
15320,0,0.00016603847325313836,train
63182,0,0.0010322310263291001,train
20619,1,0.9946774244308472,train
82457,0,0.44170311093330383,train
81059,0,0.02931223064661026,train
42137,0,0.3009510040283203,train
74530,1,0.8940516710281372,train
40832,0,0.014503579586744308,train
46127,0,0.0075479233637452126,train
87594,0,0.00854433048516512,train
12548,0,0.0016941031208261847,train
12894,0,0.042642392218112946,train
2476,0,0.37593555450439453,train
6937,1,0.9958174824714661,train
5762,0,0.015424552373588085,train
40259,0,0.0017409836873412132,train
85072,0,0.0003859660937450826,train
46537,0,0.00838045310229063,train
56432,0,0.00014202365127857774,train
39805,0,0.2252461463212967,train
29163,1,0.9881309270858765,train
36072,0,0.001325022429227829,train
60147,0,0.011244560591876507,train
90583,1,0.9290551543235779,train
38612,0,0.005797401536256075,train
52097,1,0.8933094143867493,train
34961,0,0.0010322310263291001,train
15803,1,0.9581479430198669,train
89762,0,0.571049153804779,train
38465,0,0.4011598527431488,train
53289,0,0.8411743640899658,train
75321,1,0.9276259541511536,train
18350,0,0.012007351033389568,train
91547,0,0.0019494021544232965,train
30247,0,0.02437659725546837,train
93741,0,0.04240383207798004,train
51243,0,0.0009253848693333566,train
5384,0,0.007345826830714941,train
1845,0,0.002521268092095852,train
34791,1,0.845432698726654,train
41385,0,0.8238958716392517,train
34508,1,0.9940197467803955,train
80521,0,0.0005193048855289817,train
34165,0,0.6375951170921326,train
93072,1,0.9319595694541931,train
25468,1,0.9752018451690674,train
9617,0,0.23022674024105072,train
96258,1,0.4338015615940094,train
96578,1,0.9889705181121826,train
35618,0,0.00036829791497439146,train
5249,0,0.0037217086646705866,train
57349,0,0.14128142595291138,train
78409,1,0.9165588617324829,train
29814,1,0.9681411385536194,train
20568,0,0.00011323437502142042,train
84269,1,0.8998278379440308,train
68079,1,0.9978843331336975,train
41537,1,0.9326989054679871,train
12890,0,0.018725162371993065,train
54102,1,0.9779677391052246,train
63217,0,0.2443629950284958,train
3271,0,0.0046455576084554195,train
35264,0,0.06632687151432037,train
63710,1,0.9852713346481323,train
