img_id,label,pred,source
42953,0,0.5782696008682251,train
23058,0,0.47298774123191833,train
13894,0,0.5098406672477722,train
37408,0,0.6921219825744629,train
82403,0,0.45538026094436646,train
16952,0,0.3696563243865967,train
76932,0,0.40098389983177185,train
70914,1,0.6660624742507935,train
2973,0,0.5964919328689575,train
58306,0,0.5078957676887512,train
79351,1,0.5857529640197754,train
34096,0,0.5746335387229919,train
25489,1,0.5966681838035583,train
19324,0,0.5687751173973083,train
79346,0,0.37501955032348633,train
13426,0,0.516488790512085,train
97628,0,0.6803479194641113,train
14238,0,0.7869504690170288,train
28936,0,0.6607198715209961,train
59784,0,0.43989768624305725,train
2146,0,0.6046907901763916,train
70146,0,0.793906033039093,train
28061,0,0.5372537970542908,train
97180,1,0.6031140089035034,train
49752,0,0.4176277220249176,train
25610,0,0.5896573066711426,train
15872,1,0.7895584106445312,train
72640,0,0.8856314420700073,train
64318,0,0.40286189317703247,train
17956,0,0.4366220533847809,train
93547,1,0.6258955597877502,train
10743,0,0.5424088835716248,train
37091,0,0.34169232845306396,train
25719,0,0.5196279883384705,train
76825,0,0.46608608961105347,train
72598,0,0.612657368183136,train
43078,0,0.6238353252410889,train
51846,0,0.7766229510307312,train
1569,0,0.6383845806121826,train
95812,0,0.6484663486480713,train
6418,0,0.5399536490440369,train
53976,0,0.5333670973777771,train
70193,0,0.3509773313999176,train
60427,0,0.570331335067749,train
78395,0,0.45956116914749146,train
4876,0,0.5057904720306396,train
92075,0,0.48357218503952026,train
86354,0,0.4103426933288574,train
74386,1,0.6306849718093872,train
59613,1,0.46074381470680237,train
10263,0,0.7536479830741882,train
48279,0,0.46918582916259766,train
52610,1,0.6983294486999512,train
58371,0,0.49991583824157715,train
27401,0,0.46872979402542114,train
89574,0,0.4039194881916046,train
25473,0,0.5555859804153442,train
47913,0,0.4711168110370636,train
8295,0,0.7216451168060303,train
2497,0,0.8267117738723755,train
90471,1,0.5333366990089417,train
69357,0,0.5567912459373474,train
54602,1,0.8312800526618958,train
15320,0,0.4005148708820343,train
63182,0,0.7218412160873413,train
20619,1,0.8681575655937195,train
82457,0,0.6132944822311401,train
81059,0,0.5046842694282532,train
42137,0,0.6742650270462036,train
74530,1,0.41099265217781067,train
40832,0,0.6057990193367004,train
46127,0,0.4500270187854767,train
87594,0,0.6681228280067444,train
12548,0,0.40568414330482483,train
12894,0,0.7496374249458313,train
2476,0,0.6871053576469421,train
6937,1,0.8828325867652893,train
5762,0,0.7661187648773193,train
40259,0,0.37874627113342285,train
85072,0,0.4952508211135864,train
46537,0,0.7583316564559937,train
56432,0,0.40615513920783997,train
39805,0,0.47883340716362,train
29163,1,0.4832216501235962,train
36072,0,0.5636181831359863,train
60147,0,0.4601675570011139,train
90583,1,0.9352282881736755,train
38612,0,0.47285082936286926,train
52097,1,0.6452316641807556,train
34961,0,0.5808870792388916,train
15803,1,0.4912194609642029,train
89762,0,0.3375310003757477,train
38465,0,0.8220463395118713,train
53289,0,0.5260688662528992,train
75321,1,0.9392480850219727,train
18350,0,0.525155782699585,train
91547,0,0.716317892074585,train
30247,0,0.520663857460022,train
93741,0,0.6359010338783264,train
51243,0,0.5042990446090698,train
5384,0,0.6857390403747559,train
1845,0,0.579340934753418,train
34791,1,0.6104534864425659,train
41385,0,0.729616105556488,train
34508,1,0.6027048230171204,train
80521,0,0.4773561954498291,train
34165,0,0.6210238933563232,train
93072,1,0.5996023416519165,train
25468,1,0.5366771817207336,train
9617,0,0.4764730930328369,train
96258,1,0.73829185962677,train
96578,1,0.5051611065864563,train
35618,0,0.47865068912506104,train
5249,0,0.6713628172874451,train
57349,0,0.4836636483669281,train
78409,1,0.8902942538261414,train
29814,1,0.6426568031311035,train
20568,0,0.5140267610549927,train
84269,1,0.4329023063182831,train
68079,1,0.6038150191307068,train
41537,1,0.5827285051345825,train
12890,0,0.5491873025894165,train
54102,1,0.37079480290412903,train
63217,0,0.5034484267234802,train
3271,0,0.5616956949234009,train
35264,0,0.6207940578460693,train
63710,1,0.45789414644241333,train
12348,0,0.5714676976203918,train
14052,0,0.5144079327583313,train
